zone_id,id,landuse,name
1264881365,1264881365,residential,nan
1264881366,1264881366,residential,nan
1264881496,1264881496,residential,nan
1264881529,1264881529,residential,nan
1264881546,1264881546,residential,nan
1264881569,1264881569,residential,nan
1264881592,1264881592,commercial,BARC Guest House
1264881594,1264881594,residential,nan
1264881595,1264881595,residential,nan
1265029151,1265029151,residential,nan
1265029152,1265029152,residential,nan
1265029190,1265029190,residential,nan
1265029209,1265029209,residential,nan
1265029210,1265029210,residential,nan
1265029211,1265029211,residential,nan
1265029277,1265029277,residential,nan
1265424330,1265424330,residential,Green Court Apartments
1265439014,1265439014,residential,Lake View Apartments
1265439015,1265439015,residential,Space Time Apartments
1265721092,1265721092,residential,nan
1265721119,1265721119,residential,Elegant Valley Apartments
1265721128,1265721128,residential,SGS Divine Aspire
1265721156,1265721156,residential,nan
1265721174,1265721174,commercial,BSNL Office
1265721179,1265721179,residential,Pyramid Temple Bells
1265721181,1265721181,commercial,Sri Akkamahadevi Kalyana Mantapa
1265721198,1265721198,residential,Chitrashree Royale
1265721203,1265721203,residential,Skandasri Paradise
1265721213,1265721213,residential,nan
1265724915,1265724915,residential,Vasundra Cybernesy
1265724929,1265724929,residential,nan
1265794477,1265794477,commercial,Hyptechie
1265794507,1265794507,commercial,nan
1265794538,1265794538,commercial,Shell
1265806922,1265806922,residential,nan
1265806923,1265806923,residential,nan
1265806924,1265806924,residential,nan
1265806933,1265806933,residential,nan
1265806934,1265806934,residential,nan
1265806935,1265806935,residential,nan
1265806937,1265806937,residential,nan
1265806942,1265806942,residential,nan
1265806944,1265806944,residential,nan
1265806945,1265806945,residential,nan
1265806946,1265806946,residential,nan
1265806947,1265806947,residential,nan
1265806950,1265806950,residential,nan
1265806951,1265806951,residential,Casa Ansal
1265806952,1265806952,commercial,nan
1265806953,1265806953,commercial,nan
1265806960,1265806960,commercial,nan
1265835915,1265835915,residential,nan
1265835916,1265835916,residential,nan
1266019176,1266019176,residential,nan
1266019182,1266019182,residential,nan
1266019235,1266019235,residential,nan
1266447154,1266447154,commercial,BBMP Office Jayanthinagar
1266460869,1266460869,residential,nan
1266460876,1266460876,residential,DS Max Skygrand
1266460883,1266460883,residential,nan
1266460884,1266460884,residential,nan
1266460885,1266460885,residential,nan
1266460907,1266460907,residential,Sekhar Olympus
1266460925,1266460925,residential,DS Max Solitaire
1266460961,1266460961,residential,MIT Square
1266461044,1266461044,residential,United Crossandra
1266678767,1266678767,commercial,nan
1266678768,1266678768,commercial,nan
1266678769,1266678769,commercial,nan
1266678770,1266678770,commercial,nan
1266678771,1266678771,commercial,nan
1266678772,1266678772,residential,nan
1266678773,1266678773,residential,nan
1266678774,1266678774,residential,nan
1266678775,1266678775,residential,nan
1266678776,1266678776,residential,nan
1266678777,1266678777,residential,nan
1266678778,1266678778,residential,nan
1266678779,1266678779,residential,nan
1266678780,1266678780,residential,nan
1266678781,1266678781,residential,nan
1266678782,1266678782,residential,nan
1266678783,1266678783,residential,nan
1266678784,1266678784,residential,nan
1266678785,1266678785,residential,nan
1266678786,1266678786,residential,nan
1266678787,1266678787,residential,nan
1266678788,1266678788,residential,nan
1266678789,1266678789,residential,nan
1266678790,1266678790,residential,nan
1266678791,1266678791,residential,nan
1266678792,1266678792,residential,nan
1266678793,1266678793,residential,nan
1266678794,1266678794,residential,nan
1266678795,1266678795,residential,nan
1266678796,1266678796,residential,nan
1266678801,1266678801,residential,nan
1266678802,1266678802,residential,nan
1266678803,1266678803,residential,nan
1266678804,1266678804,residential,nan
1266678805,1266678805,residential,nan
1266678806,1266678806,residential,nan
1266678807,1266678807,residential,nan
1266678808,1266678808,residential,nan
1266680725,1266680725,residential,nan
1266680726,1266680726,residential,nan
1266680727,1266680727,residential,nan
1266680728,1266680728,residential,nan
1266680729,1266680729,residential,nan
1266680730,1266680730,residential,nan
1266680731,1266680731,residential,nan
1266680733,1266680733,residential,nan
1266680734,1266680734,residential,nan
1266680735,1266680735,residential,nan
1266680736,1266680736,residential,nan
1266680737,1266680737,residential,nan
1266680767,1266680767,residential,nan
1266680768,1266680768,residential,nan
1266680769,1266680769,residential,nan
1266680770,1266680770,residential,nan
1266680771,1266680771,residential,nan
1266680772,1266680772,residential,nan
1266680773,1266680773,residential,nan
1266680774,1266680774,residential,nan
1266680775,1266680775,residential,nan
1266680776,1266680776,residential,nan
1266680777,1266680777,residential,nan
1266680778,1266680778,residential,nan
1266680779,1266680779,residential,nan
1267009008,1267009008,residential,nan
1267009009,1267009009,residential,nan
1267009010,1267009010,residential,nan
1267009011,1267009011,residential,nan
1267009012,1267009012,residential,nan
1267009013,1267009013,residential,nan
1267171078,1267171078,commercial,IndiQube Garden
1267171080,1267171080,residential,Traan Insignia
1267604526,1267604526,residential,nan
1267604537,1267604537,residential,nan
1267610353,1267610353,commercial,nan
1267610354,1267610354,commercial,nan
1267612433,1267612433,residential,Carbon Cornerstone
1267624384,1267624384,residential,Sattva Exotic
1267624481,1267624481,residential,nan
1267668049,1267668049,residential,nan
1267668050,1267668050,residential,nan
1267668051,1267668051,residential,nan
1267668052,1267668052,residential,nan
1267710935,1267710935,residential,Jayani Paradise
1267710967,1267710967,residential,Arvind Expansia
1267710977,1267710977,commercial,nan
1267710978,1267710978,commercial,nan
1267710996,1267710996,commercial,Trifecta Adatto
1267711034,1267711034,residential,PVR Lakeview
1267711035,1267711035,residential,Sai Krupa Harmony
1267711056,1267711056,residential,Durga Rainbow
1267711057,1267711057,residential,Dhaaruni Residences
1267715414,1267715414,commercial,nan
1267715415,1267715415,commercial,nan
1267721212,1267721212,residential,Saritha Splendor
1267731667,1267731667,residential,Nikoo Homes IV
1267740402,1267740402,residential,Fortune Valley
1267842327,1267842327,residential,BREN Trillium Apartments
1267842477,1267842477,residential,nan
1267842493,1267842493,residential,nan
1267846119,1267846119,residential,Dream Medows
1267847134,1267847134,commercial,Hyatt Centric Hebbal Bengaluru
1267893501,1267893501,commercial,nan
1267893502,1267893502,residential,Narang Apartments
1267893503,1267893503,residential,Nishanth Residency
1267895245,1267895245,residential,nan
1268058407,1268058407,residential,Adarsh Hill
1268184593,1268184593,residential,Swantanra Palya Slum
1268188238,1268188238,residential,nan
1268343143,1268343143,commercial,nan
1268354188,1268354188,commercial,nan
1268588457,1268588457,residential,nan
1268945182,1268945182,commercial,Bagmane Goldstone
1269264397,1269264397,residential,Mythreyi Namisha Apartment
1269264435,1269264435,residential,Wilson Vintage
1269267226,1269267226,residential,Srivatsav Prasiddi Apartments
1270405429,1270405429,residential,nan
1270407975,1270407975,commercial,BSNL Office
1270568426,1270568426,residential,Gaana Residency
1270568459,1270568459,commercial,City Central Library
1270568461,1270568461,commercial,nan
1270575635,1270575635,commercial,nan
1270575639,1270575639,commercial,nan
1270618148,1270618148,residential,Lake Shore Homes
1270618158,1270618158,residential,Bren Zahara
1270623554,1270623554,commercial,nan
1270623565,1270623565,residential,nan
1270623566,1270623566,residential,nan
1270623567,1270623567,residential,nan
1270788366,1270788366,commercial,nan
1270788413,1270788413,commercial,nan
1270788414,1270788414,commercial,nan
1270788415,1270788415,commercial,nan
1270788416,1270788416,commercial,nan
1270788417,1270788417,commercial,nan
1270788418,1270788418,residential,Mahaveer Tranquil
1270788424,1270788424,residential,Purva Tiara
1270788427,1270788427,residential,Majestic Fortune
1270797090,1270797090,residential,Skyline Amogha Apartments
1270797196,1270797196,commercial,nan
1270797443,1270797443,residential,nan
1270817491,1270817491,commercial,nan
1270817492,1270817492,residential,nan
1270817493,1270817493,residential,nan
1270817494,1270817494,commercial,nan
1270817495,1270817495,residential,nan
1270817496,1270817496,residential,nan
1270817497,1270817497,residential,nan
1270817498,1270817498,residential,nan
1270817501,1270817501,residential,nan
1270817502,1270817502,residential,nan
1270817503,1270817503,commercial,nan
1270817506,1270817506,residential,nan
1270817508,1270817508,residential,nan
1270817509,1270817509,residential,nan
1270817512,1270817512,commercial,nan
1270817514,1270817514,commercial,nan
1270817517,1270817517,residential,nan
1270817518,1270817518,residential,nan
1270817519,1270817519,residential,nan
1270817520,1270817520,residential,nan
1270817521,1270817521,residential,nan
1270817522,1270817522,residential,nan
1270817523,1270817523,commercial,nan
1270858175,1270858175,residential,nan
1270858176,1270858176,residential,nan
1270858177,1270858177,residential,nan
1270858244,1270858244,commercial,nan
1270858262,1270858262,commercial,nan
1270858263,1270858263,commercial,nan
1270858264,1270858264,commercial,nan
1270858265,1270858265,residential,nan
1270858266,1270858266,residential,nan
1270865324,1270865324,residential,nan
1270865330,1270865330,residential,nan
1270865332,1270865332,residential,nan
1270865344,1270865344,residential,nan
1270865355,1270865355,residential,nan
1270865363,1270865363,residential,nan
1270865364,1270865364,residential,nan
1270865365,1270865365,residential,nan
1270865366,1270865366,residential,nan
1270865392,1270865392,residential,nan
1270865418,1270865418,residential,nan
1270865435,1270865435,residential,nan
1270883224,1270883224,residential,nan
1270883225,1270883225,residential,nan
1270883226,1270883226,residential,nan
1270883230,1270883230,residential,nan
1270883295,1270883295,residential,nan
1270883296,1270883296,residential,nan
1270883336,1270883336,residential,nan
1270883377,1270883377,residential,nan
1270883416,1270883416,residential,nan
1270883448,1270883448,residential,nan
1270909999,1270909999,residential,Vaastu Dew Flower
1271066991,1271066991,residential,nan
1271066992,1271066992,residential,nan
1271066993,1271066993,residential,nan
1271067799,1271067799,residential,Waterville
1271076838,1271076838,residential,SNN RAJ Spiritua
1271076840,1271076840,residential,Sri Vari Ganga Homes
1271076842,1271076842,residential,nan
1271076843,1271076843,residential,nan
1271076880,1271076880,residential,nan
1271084806,1271084806,residential,nan
1271084827,1271084827,residential,nan
1271084863,1271084863,residential,nan
1271094010,1271094010,residential,nan
1271094022,1271094022,residential,nan
1271094023,1271094023,residential,nan
1271094024,1271094024,residential,nan
1271094025,1271094025,residential,nan
1271140228,1271140228,residential,nan
1271140229,1271140229,commercial,nan
1271140230,1271140230,residential,nan
1271140231,1271140231,residential,nan
1271140232,1271140232,commercial,nan
1271140233,1271140233,commercial,nan
1271140234,1271140234,residential,nan
1271140235,1271140235,commercial,nan
1271140236,1271140236,residential,nan
1271140237,1271140237,residential,nan
1271140238,1271140238,residential,nan
1271140239,1271140239,commercial,nan
1271202665,1271202665,residential,nan
1271202666,1271202666,commercial,nan
1271202667,1271202667,residential,nan
1271202668,1271202668,residential,nan
1271202669,1271202669,residential,nan
1271206084,1271206084,residential,nan
1271206085,1271206085,residential,nan
1271206086,1271206086,residential,nan
1271213545,1271213545,residential,nan
1271213546,1271213546,commercial,nan
1271213562,1271213562,commercial,nan
1271213563,1271213563,residential,nan
1271213564,1271213564,residential,nan
1271213568,1271213568,residential,nan
1271213569,1271213569,residential,nan
1271213570,1271213570,commercial,nan
1271213571,1271213571,commercial,nan
1271213572,1271213572,residential,nan
1271213573,1271213573,residential,nan
1271213602,1271213602,residential,nan
1271213630,1271213630,residential,nan
1271213662,1271213662,residential,nan
1271213663,1271213663,residential,nan
1271218964,1271218964,residential,nan
1271218965,1271218965,residential,nan
1271455767,1271455767,residential,nan
1271455770,1271455770,residential,nan
1271455771,1271455771,residential,nan
1271455776,1271455776,residential,nan
1271455777,1271455777,residential,nan
1271643787,1271643787,residential,nan
1271883868,1271883868,commercial,nan
1271883878,1271883878,residential,nan
1271883887,1271883887,residential,SNN Raj Grandeur
1271883890,1271883890,residential,nan
1271883902,1271883902,residential,nan
1271883940,1271883940,residential,nan
1271968946,1271968946,residential,nan
1271968947,1271968947,residential,nan
1271968948,1271968948,residential,nan
1271975159,1271975159,residential,nan
1271975160,1271975160,residential,nan
1271975161,1271975161,residential,nan
1271975162,1271975162,residential,nan
1271975163,1271975163,residential,nan
1271975164,1271975164,residential,nan
1271975165,1271975165,residential,nan
1271975166,1271975166,residential,nan
1271975167,1271975167,residential,nan
1271975168,1271975168,residential,nan
1271975170,1271975170,residential,nan
1271975171,1271975171,residential,nan
1271975172,1271975172,residential,nan
1271975173,1271975173,residential,nan
1272046068,1272046068,residential,nan
1272046069,1272046069,residential,nan
1272046070,1272046070,residential,nan
1272148125,1272148125,residential,nan
1272152514,1272152514,commercial,nan
1272152523,1272152523,commercial,nan
1272152526,1272152526,commercial,nan
1272152531,1272152531,commercial,nan
1272152532,1272152532,commercial,nan
1272152543,1272152543,commercial,nan
1272152544,1272152544,commercial,nan
1272152545,1272152545,commercial,nan
1272152549,1272152549,commercial,nan
1272152550,1272152550,commercial,nan
1272152551,1272152551,commercial,nan
1272152552,1272152552,commercial,nan
1272152553,1272152553,commercial,nan
1272152556,1272152556,commercial,nan
1272152557,1272152557,commercial,nan
1272152558,1272152558,commercial,nan
1272152572,1272152572,commercial,nan
1272152573,1272152573,commercial,nan
1272152576,1272152576,commercial,nan
1272152581,1272152581,commercial,nan
1272152591,1272152591,residential,nan
1272154810,1272154810,commercial,nan
1272154815,1272154815,commercial,nan
1272154816,1272154816,commercial,nan
1272154820,1272154820,residential,nan
1272154821,1272154821,residential,nan
1272154822,1272154822,residential,nan
1272154846,1272154846,commercial,nan
1272154850,1272154850,residential,Shyam Ambika Apartments
1272154851,1272154851,residential,nan
1272154852,1272154852,residential,nan
1272154854,1272154854,residential,nan
1272154859,1272154859,residential,nan
1272154870,1272154870,residential,nan
1272154885,1272154885,residential,nan
1272154886,1272154886,residential,nan
1272154887,1272154887,residential,nan
1272154902,1272154902,residential,nan
1272154903,1272154903,residential,nan
1272642961,1272642961,residential,nan
1272642966,1272642966,residential,nan
1272642974,1272642974,residential,nan
1272642983,1272642983,residential,nan
1272642985,1272642985,residential,nan
1272642987,1272642987,residential,nan
1272648609,1272648609,residential,nan
1272648614,1272648614,residential,nan
1272649527,1272649527,residential,nan
1272649528,1272649528,residential,nan
1272659087,1272659087,commercial,Madhura Milana Convention Centre
1272659091,1272659091,residential,Palm Court Apartments
1272659092,1272659092,residential,Daffodils Garden Estate
1272659097,1272659097,residential,Vishwa Prakruthi Greenwoods
1272659098,1272659098,residential,nan
1272659141,1272659141,commercial,nan
1272659145,1272659145,commercial,nan
1272659146,1272659146,commercial,Attide Boutique
1272659155,1272659155,residential,nan
1272659156,1272659156,residential,HRC Ananya
1272659157,1272659157,commercial,nan
1272659161,1272659161,commercial,nan
1272659162,1272659162,residential,Century Horizon
1272659165,1272659165,commercial,nan
1272659166,1272659166,commercial,nan
1272673830,1272673830,residential,nan
1272673860,1272673860,residential,nan
1272673861,1272673861,residential,nan
1272686123,1272686123,residential,Srinivasa Garden
1272686131,1272686131,residential,nan
1272686272,1272686272,commercial,nan
1272686273,1272686273,commercial,Honda
1272686282,1272686282,commercial,NVM Kalyana Mantapa
1272686301,1272686301,residential,nan
1272686304,1272686304,residential,nan
1272689204,1272689204,commercial,RM Square
1272689206,1272689206,commercial,HP
1272701900,1272701900,residential,Rajni Ashish Rose
1272767221,1272767221,commercial,Hyundai
1272767225,1272767225,residential,NDRF
1272767334,1272767334,commercial,Kia
1272816386,1272816386,residential,nan
1272964724,1272964724,residential,Mittal Elanza
1272964725,1272964725,residential,nan
1272964728,1272964728,residential,Mahaveer Cygnet
1273063478,1273063478,residential,Prestige Sukri Serenity
1273116341,1273116341,residential,nan
1273430967,1273430967,residential,Ganga Heights
1273596225,1273596225,residential,nan
1273596229,1273596229,residential,Sai Brindavan
1273596238,1273596238,residential,nan
1273596240,1273596240,commercial,nan
1273628120,1273628120,commercial,nan
1274311270,1274311270,residential,Eshwari Oak Dale
1274389133,1274389133,residential,nan
1274389138,1274389138,residential,nan
1274571820,1274571820,residential,Devanagari Layout
1274571821,1274571821,commercial,nan
1274603977,1274603977,residential,Myhna Heights
1274603987,1274603987,commercial,nan
1274603990,1274603990,residential,Candeur Rise
1274603991,1274603991,residential,Sohan Fortune
1274603992,1274603992,residential,nan
1275460884,1275460884,residential,nan
1275463624,1275463624,residential,Skyline Solstice Apartments
1276068484,1276068484,residential,Green Garden Phase 2
1278078113,1278078113,residential,nan
1278078114,1278078114,residential,nan
1278078115,1278078115,residential,nan
1278078116,1278078116,residential,nan
1278078117,1278078117,residential,nan
1278078118,1278078118,residential,nan
1278078119,1278078119,residential,nan
1278078243,1278078243,commercial,nan
1278078327,1278078327,residential,Arvind Orchards
1278163529,1278163529,commercial,nan
1278163530,1278163530,commercial,nan
1278163531,1278163531,commercial,nan
1278163532,1278163532,commercial,nan
1278163533,1278163533,commercial,nan
1278163534,1278163534,commercial,nan
1278163535,1278163535,commercial,nan
1278163536,1278163536,residential,nan
1278163537,1278163537,commercial,nan
1278163538,1278163538,commercial,nan
1278163539,1278163539,commercial,nan
1278163540,1278163540,commercial,nan
1278163541,1278163541,commercial,nan
1278163542,1278163542,commercial,nan
1278386261,1278386261,commercial,nan
1278386264,1278386264,residential,nan
1278386265,1278386265,commercial,nan
1278386266,1278386266,residential,nan
1278386268,1278386268,residential,nan
1278422352,1278422352,residential,nan
1278422353,1278422353,commercial,nan
1278422354,1278422354,residential,nan
1278422355,1278422355,commercial,nan
1278668445,1278668445,residential,Deccan Court
1278668446,1278668446,residential,Vinay Serene Apartment
1278668456,1278668456,commercial,nan
1278668457,1278668457,commercial,nan
1278668458,1278668458,commercial,nan
1278668464,1278668464,residential,Raheja Regent Apartments
1278668471,1278668471,residential,nan
1278689467,1278689467,residential,nan
1278704371,1278704371,residential,nan
1278704400,1278704400,residential,nan
1278704432,1278704432,residential,nan
1278704442,1278704442,residential,nan
1278704568,1278704568,residential,nan
1278704571,1278704571,residential,nan
1278704574,1278704574,residential,nan
1278735154,1278735154,residential,nan
1278735156,1278735156,residential,nan
1278809794,1278809794,residential,nan
1278809795,1278809795,residential,nan
1278809796,1278809796,residential,nan
1278809797,1278809797,residential,nan
1278809798,1278809798,residential,nan
1278809799,1278809799,residential,nan
1278809800,1278809800,residential,nan
1278809801,1278809801,commercial,nan
1278809803,1278809803,residential,nan
1279246609,1279246609,residential,Elegant Aster
1279250204,1279250204,residential,Lewis Glorious
1279568281,1279568281,residential,nan
1279568282,1279568282,residential,Unishire Belvedere Premia
1279568291,1279568291,residential,Aires Lakeview
1279568294,1279568294,commercial,nan
1279609660,1279609660,residential,BGS Layout
1279609681,1279609681,commercial,nan
1279609694,1279609694,commercial,nan
1279609723,1279609723,residential,nan
1279826116,1279826116,residential,Legacy Eldora
1279826125,1279826125,residential,DS Max Synergy
1279826182,1279826182,commercial,VK Palace
1279826184,1279826184,residential,nan
1279969178,1279969178,commercial,nan
1279977293,1279977293,commercial,nan
1279977294,1279977294,commercial,nan
1279977295,1279977295,commercial,nan
1280086943,1280086943,residential,nan
1280086948,1280086948,residential,nan
1280086951,1280086951,residential,nan
1280086958,1280086958,residential,nan
1280086962,1280086962,residential,nan
1280086973,1280086973,residential,Prabhavathi Elegant
1280087008,1280087008,residential,nan
1280087009,1280087009,residential,nan
1280087010,1280087010,residential,SS Snowdrop
1280087012,1280087012,residential,nan
1280618893,1280618893,residential,nan
1280619027,1280619027,residential,nan
1281053213,1281053213,commercial,Commisseriate of Agriculture
1281053214,1281053214,commercial,Commissioner Directorate Collegiate Education
1281053215,1281053215,commercial,Office of the Chief Electoral Officer
1281336337,1281336337,residential,nan
1281336346,1281336346,residential,Arvind Oasis
1281359311,1281359311,residential,nan
1281359315,1281359315,residential,Casagrand Aquene
1281359317,1281359317,residential,nan
1281359318,1281359318,residential,nan
1281359319,1281359319,residential,Ramanuja Enclave
1281359325,1281359325,residential,nan
1281993752,1281993752,residential,Sattva Opus
1282375701,1282375701,residential,nan
1282375702,1282375702,residential,nan
1282375703,1282375703,residential,nan
1282375712,1282375712,residential,nan
1282375713,1282375713,residential,nan
1282507356,1282507356,residential,Vaishnavi North 24
1282693121,1282693121,commercial,Indiranagar Sangeetha Sabha
1282750322,1282750322,residential,nan
1282750827,1282750827,residential,nan
1282750828,1282750828,residential,nan
1282750829,1282750829,residential,nan
1283299402,1283299402,residential,Shubh Labh Cypress
1283704670,1283704670,residential,nan
1283704671,1283704671,residential,nan
1283712463,1283712463,residential,nan
1283712464,1283712464,residential,nan
1283712465,1283712465,residential,nan
1283712466,1283712466,residential,nan
1283712467,1283712467,residential,nan
1283712468,1283712468,residential,nan
1283712469,1283712469,residential,nan
1283712470,1283712470,residential,nan
1283712471,1283712471,residential,nan
1284164731,1284164731,residential,nan
1284165004,1284165004,residential,nan
1284165005,1284165005,residential,nan
1284190409,1284190409,residential,Elegant Exotica
1284355489,1284355489,commercial,nan
1284355491,1284355491,commercial,nan
1284355492,1284355492,commercial,nan
1284355493,1284355493,residential,nan
1284355494,1284355494,commercial,nan
1284355495,1284355495,residential,nan
1284355496,1284355496,commercial,nan
1284355497,1284355497,residential,nan
1284355498,1284355498,residential,nan
1284355499,1284355499,residential,nan
1284355500,1284355500,residential,nan
1284355501,1284355501,residential,nan
1284355502,1284355502,residential,nan
1284355503,1284355503,residential,nan
1284355504,1284355504,residential,nan
1284355506,1284355506,residential,nan
1284355507,1284355507,residential,nan
1284355508,1284355508,residential,nan
1284355509,1284355509,residential,nan
1284355510,1284355510,residential,nan
1284355511,1284355511,residential,nan
1284355512,1284355512,residential,nan
1284380854,1284380854,residential,nan
1284380855,1284380855,residential,nan
1284380856,1284380856,residential,nan
1284380857,1284380857,residential,nan
1284380858,1284380858,residential,nan
1284380859,1284380859,residential,nan
1284380860,1284380860,residential,nan
1284380861,1284380861,residential,nan
1284657005,1284657005,residential,nan
1284773489,1284773489,residential,Sai Kuteer Apartments
1284773662,1284773662,commercial,nan
1284773675,1284773675,residential,nan
1284808025,1284808025,residential,nan
1284808026,1284808026,residential,nan
1284808027,1284808027,residential,nan
1284808028,1284808028,residential,nan
1284808029,1284808029,residential,nan
1284808030,1284808030,residential,nan
1284808031,1284808031,residential,nan
1284808035,1284808035,residential,nan
1284808036,1284808036,residential,nan
1284808037,1284808037,residential,nan
1284808038,1284808038,residential,nan
1284808039,1284808039,residential,nan
1284808040,1284808040,residential,nan
1284808042,1284808042,residential,nan
1284808046,1284808046,residential,nan
1284808047,1284808047,residential,nan
1284808048,1284808048,residential,nan
1284808050,1284808050,residential,nan
1284808051,1284808051,residential,nan
1284808052,1284808052,residential,nan
1284808055,1284808055,residential,Century Saras
1284808058,1284808058,residential,Landcapital Calista
1284808060,1284808060,residential,nan
1284808063,1284808063,residential,nan
1284808064,1284808064,residential,nan
1284808065,1284808065,residential,nan
1284808066,1284808066,residential,nan
1284808067,1284808067,residential,nan
1284808068,1284808068,residential,nan
1284808069,1284808069,residential,nan
1284808070,1284808070,residential,nan
1284811159,1284811159,residential,nan
1284811160,1284811160,residential,nan
1284811161,1284811161,residential,nan
1284811162,1284811162,residential,nan
1284811163,1284811163,commercial,nan
1284811164,1284811164,commercial,nan
1284811166,1284811166,residential,nan
1284811167,1284811167,residential,nan
1284811169,1284811169,residential,nan
1284811170,1284811170,residential,nan
1284811171,1284811171,residential,nan
1284811173,1284811173,residential,nan
1284811174,1284811174,residential,nan
1284852013,1284852013,residential,nan
1284852016,1284852016,residential,nan
1285043283,1285043283,residential,Esteem Northwood
1285046615,1285046615,residential,nan
1285071237,1285071237,residential,nan
1285817628,1285817628,residential,nan
1285817629,1285817629,residential,nan
1285817630,1285817630,residential,nan
1285817631,1285817631,residential,nan
1285817632,1285817632,residential,nan
1285817633,1285817633,residential,nan
1285817634,1285817634,residential,nan
1285817635,1285817635,residential,nan
1285817646,1285817646,residential,nan
1285817648,1285817648,residential,nan
1285817651,1285817651,residential,Neeladri Sarovaram
1285817657,1285817657,residential,Cherry Blossom
1285817659,1285817659,commercial,nan
1285817660,1285817660,commercial,nan
1285817662,1285817662,residential,nan
1285817663,1285817663,residential,nan
1285817665,1285817665,residential,nan
1285817668,1285817668,residential,nan
1285817669,1285817669,residential,nan
1285817672,1285817672,residential,Codename One Villas
1285817674,1285817674,residential,nan
1285817675,1285817675,residential,nan
1285817679,1285817679,residential,Maitree Sprint
1285817681,1285817681,residential,SM Zinnia
1285817682,1285817682,residential,nan
1285817695,1285817695,commercial,SR Akshata Convention Hall
1285983278,1285983278,residential,nan
1286464059,1286464059,residential,nan
1286464074,1286464074,residential,Elegant Embassy North
1286464082,1286464082,residential,Pyramid Banksia and Mahika
1286464095,1286464095,residential,nan
1286464097,1286464097,residential,Mahaveer Willet
1286464103,1286464103,residential,nan
1286464104,1286464104,residential,nan
1286464105,1286464105,residential,Hilife Nature
1286468194,1286468194,residential,nan
1286468248,1286468248,commercial,nan
1286468251,1286468251,residential,Krishna Global
1286468257,1286468257,residential,nan
1286468293,1286468293,residential,Elegant Elite Apartments
1286468294,1286468294,residential,nan
1286609133,1286609133,commercial,BWSSB Vidyaranyapura Service Station
1286609266,1286609266,residential,nan
1286715846,1286715846,residential,nan
1286832109,1286832109,residential,Garadi Apartments
1286978615,1286978615,residential,nan
1286978616,1286978616,residential,nan
1287065122,1287065122,residential,nan
1287126671,1287126671,residential,nan
1287126672,1287126672,commercial,nan
1287270139,1287270139,commercial,nan
1287281167,1287281167,commercial,nan
1287281168,1287281168,residential,nan
1287284017,1287284017,residential,nan
1287284018,1287284018,residential,nan
1287284019,1287284019,residential,nan
1287284020,1287284020,residential,nan
1287284032,1287284032,residential,nan
1287284052,1287284052,residential,nan
1287284053,1287284053,commercial,nan
1287284054,1287284054,residential,nan
1287284055,1287284055,residential,nan
1287284056,1287284056,commercial,nan
1287284057,1287284057,residential,nan
1287284067,1287284067,residential,nan
1287284068,1287284068,residential,nan
1287284069,1287284069,residential,nan
1287284070,1287284070,residential,nan
1287284071,1287284071,residential,nan
1287284075,1287284075,residential,nan
1287284076,1287284076,residential,nan
1287284077,1287284077,residential,nan
1287284078,1287284078,residential,nan
1287284167,1287284167,residential,nan
1287284168,1287284168,residential,nan
1287284169,1287284169,residential,nan
1287284234,1287284234,residential,nan
1287284237,1287284237,residential,nan
1287284238,1287284238,residential,nan
1287284239,1287284239,residential,nan
1287284240,1287284240,residential,nan
1287284241,1287284241,residential,nan
1287320722,1287320722,commercial,VSPL Pinnacle PVR
1287320723,1287320723,commercial,VSPL Pinnacle
1287355520,1287355520,residential,nan
1287355531,1287355531,residential,nan
1287355546,1287355546,residential,nan
1287355547,1287355547,residential,nan
1287355560,1287355560,residential,nan
1287355594,1287355594,residential,nan
1287371796,1287371796,residential,nan
1287371798,1287371798,residential,nan
1287371884,1287371884,residential,nan
1287371983,1287371983,residential,nan
1287743609,1287743609,residential,nan
1287743610,1287743610,residential,nan
1287743611,1287743611,residential,nan
1287743612,1287743612,residential,nan
1287743613,1287743613,residential,nan
1287743614,1287743614,residential,nan
1287743615,1287743615,residential,nan
1287743616,1287743616,residential,nan
1287743617,1287743617,residential,nan
1287743618,1287743618,residential,nan
1287744125,1287744125,residential,nan
1287744126,1287744126,residential,nan
1287744127,1287744127,commercial,nan
1287744128,1287744128,commercial,nan
1287744129,1287744129,commercial,nan
1287744131,1287744131,commercial,nan
1287744132,1287744132,commercial,nan
1287744133,1287744133,residential,nan
1287744134,1287744134,residential,nan
1287744135,1287744135,residential,nan
1287744136,1287744136,residential,nan
1287744137,1287744137,residential,nan
1287744138,1287744138,residential,nan
1287744139,1287744139,residential,nan
1287744140,1287744140,residential,nan
1287744141,1287744141,commercial,nan
1287744142,1287744142,commercial,nan
1287744143,1287744143,commercial,nan
1287744144,1287744144,residential,nan
1287744145,1287744145,commercial,nan
1287744146,1287744146,residential,nan
1287744147,1287744147,commercial,nan
1287904673,1287904673,residential,nan
1287904684,1287904684,residential,Whitefield Railway Quarters
1287943292,1287943292,residential,nan
1288367023,1288367023,residential,nan
1288367031,1288367031,residential,nan
1288367032,1288367032,commercial,nan
1288649199,1288649199,residential,nan
1288649213,1288649213,residential,nan
1288649214,1288649214,residential,nan
1288649215,1288649215,residential,nan
1288649216,1288649216,residential,nan
1288649217,1288649217,residential,nan
1288649218,1288649218,residential,nan
1288649219,1288649219,residential,nan
