zone_id,zone_type,transformer_max_capacity_kw,historical_peak_load_hour,baseline_peak_load_kw
1206377097,residential,341.24,19,171.39
1206390314,commercial,1821.76,14,1051.27
1206567699,commercial,922.22,14,614.76
1206567704,commercial,1844.41,14,1150.9
1206567706,residential,350.81,19,178.33
1206567716,commercial,1074.23,14,714.69
1206567745,residential,322.32,19,197.4
1206608534,residential,347.47,19,239.83
1206608535,residential,419.56,19,292.56
1206697250,residential,301.58,19,181.44
1206697251,residential,220.84,19,126.8
1206697252,residential,444.18,19,306.1
1206697257,residential,202.92,19,121.82
1206697258,residential,494.96,19,332.03
1206697264,commercial,892.6,14,574.9
1206776861,residential,367.03,19,254.73
1206776862,residential,275.03,19,161.93
1206776863,residential,371.03,19,250.76
1206776945,residential,359.06,19,207.03
1206776946,residential,387.17,19,239.96
1206776947,residential,440.68,19,304.41
1206776948,residential,310.84,19,159.46
1206776950,residential,318.83,19,203.31
1206776951,residential,218.23,19,121.17
1206776952,residential,213.58,19,113.32
1206776953,residential,399.91,19,225.09
1206776954,residential,311.94,19,174.02
1206776955,residential,206.29,19,123.0
1206776956,residential,298.86,19,149.91
1206776957,residential,418.75,19,278.45
1206776959,residential,251.15,19,132.83
1206776961,residential,454.75,19,238.58
1206776962,residential,370.37,19,227.02
1206776963,residential,262.55,19,146.1
1206776964,residential,333.7,19,210.99
1206776965,residential,325.1,19,168.74
1206776966,residential,201.55,19,104.35
1206776967,residential,450.27,19,296.75
1206776968,residential,292.34,19,195.7
1206776969,residential,446.07,19,286.57
1206776970,residential,324.47,19,174.05
1206776971,residential,276.69,19,185.87
1206776972,residential,261.61,19,168.74
1206776974,residential,303.7,19,166.42
1206776975,residential,392.57,19,241.22
1206776976,residential,292.91,19,184.77
1206776977,residential,351.74,19,201.46
1206776978,residential,230.04,19,145.72
1206776979,residential,246.59,19,136.79
1206776980,residential,461.84,19,235.25
1206776981,residential,499.23,19,322.52
1206776982,residential,477.5,19,306.12
1206776983,residential,239.47,19,143.59
1206776984,residential,428.36,19,267.2
1206776985,residential,434.12,19,228.83
1206776986,residential,397.49,19,198.84
1206776987,residential,354.74,19,217.52
1206776994,residential,459.32,19,292.42
1207060128,residential,364.64,19,246.63
1207332548,residential,272.55,19,173.81
1207655303,residential,272.09,19,183.64
1207728402,commercial,1444.56,14,853.61
1207728403,commercial,1797.31,14,1127.07
1207728404,residential,436.81,19,275.93
1207728405,commercial,1475.39,14,1031.41
1207728453,residential,220.81,19,133.9
1208008036,residential,224.24,19,133.17
1208025538,residential,340.0,19,178.0
1208025539,residential,433.24,19,278.46
1208025540,residential,280.52,19,195.15
1208025541,residential,378.45,19,257.64
1208041519,commercial,1163.18,14,704.49
1208041520,residential,480.54,19,280.82
1208112294,residential,314.61,19,172.15
1208112295,residential,274.03,19,150.49
1208265160,residential,445.58,19,309.84
1208265161,residential,418.49,19,253.63
1208265162,residential,451.89,19,307.21
1208265163,residential,454.02,19,232.34
1208266295,residential,417.12,19,269.17
1208278364,residential,364.94,19,241.02
1208278368,residential,409.43,19,266.51
1208278369,residential,265.62,19,138.53
1208278371,residential,240.1,19,146.01
1208278372,residential,467.35,19,293.71
1208323887,commercial,1426.09,14,790.62
1208323888,residential,324.26,19,198.61
1208323889,commercial,1102.25,14,643.85
1208471245,commercial,1342.26,14,871.68
1208479621,commercial,1933.11,14,1283.67
1209132325,commercial,1985.71,14,1259.07
1209132339,residential,336.93,19,218.93
1209132340,commercial,1826.45,14,1124.77
1209278255,commercial,1898.9,14,999.7
1209278263,residential,322.17,19,211.86
1209782236,commercial,1950.82,14,1240.64
1209782239,residential,239.12,19,142.91
1209782240,residential,366.73,19,187.94
1209782241,residential,202.28,19,111.13
1209782242,residential,498.25,19,253.72
1209782243,residential,375.52,19,240.26
1209782252,residential,458.03,19,266.93
1209782253,residential,266.12,19,167.83
1209782254,residential,312.06,19,169.71
1209782255,residential,321.52,19,175.68
1209782256,residential,309.53,19,187.81
1209782257,residential,437.59,19,287.49
1209782260,residential,497.12,19,320.21
1209782261,residential,225.85,19,126.1
1209782262,residential,287.48,19,191.35
1209782263,residential,386.74,19,249.19
1209782264,commercial,1159.74,14,581.76
1209782265,commercial,1688.44,14,912.79
1209782266,commercial,1809.84,14,920.09
1209782267,commercial,1164.45,14,808.29
1209782268,commercial,1622.57,14,931.79
1209782269,residential,281.48,19,194.86
1209782270,residential,271.25,19,155.99
1209782271,residential,249.8,19,131.94
1209782272,residential,424.71,19,282.38
1209782275,residential,256.29,19,148.6
1209782276,residential,442.44,19,292.54
1209782277,residential,346.93,19,188.46
1209782278,residential,377.14,19,204.67
1209782279,residential,247.09,19,126.73
1209782280,commercial,954.3,14,637.99
1209782281,commercial,1521.22,14,929.27
1210108204,commercial,981.81,14,679.66
1210108205,commercial,1490.75,14,790.57
1210108207,residential,450.46,19,273.08
1210108208,residential,279.56,19,163.47
1210108209,residential,317.63,19,161.35
1210108210,residential,480.61,19,283.08
1210108212,residential,209.58,19,138.59
1210108213,residential,436.83,19,231.76
1210108214,residential,455.46,19,309.19
1210108215,residential,295.77,19,183.28
1210108216,residential,364.76,19,189.0
1210108217,residential,358.0,19,209.46
1210108218,residential,378.22,19,256.56
1210108219,residential,353.62,19,237.77
1210108220,residential,394.21,19,249.48
1210108221,residential,355.44,19,189.37
1210108222,residential,474.59,19,242.8
1210108223,residential,382.01,19,263.56
1210108224,commercial,1715.92,14,1140.03
1210108225,commercial,1486.13,14,833.85
1210108226,residential,284.39,19,146.47
1210108227,residential,381.75,19,256.74
1210108228,residential,240.16,19,165.3
1210108229,residential,464.31,19,264.37
1210108230,residential,365.78,19,195.29
1210108231,residential,498.19,19,256.18
1210108232,residential,396.27,19,232.57
1210108233,residential,261.19,19,164.03
1210108234,residential,315.55,19,177.62
1210108235,residential,341.1,19,212.12
1210108236,residential,321.61,19,207.16
1210108237,residential,277.46,19,188.11
1210108239,residential,383.31,19,192.16
1210108240,residential,255.05,19,163.73
1210108241,residential,446.44,19,304.27
1210108242,residential,375.74,19,217.45
1210108243,residential,300.97,19,167.86
1210108244,residential,309.67,19,188.95
1210108245,residential,351.22,19,188.74
1210286685,residential,424.32,19,229.12
1210469121,commercial,1484.88,14,917.55
1210469136,residential,418.92,19,274.44
1210469138,residential,213.16,19,117.37
1210469148,residential,302.17,19,175.81
1210469149,residential,387.08,19,242.11
1210469150,residential,396.01,19,235.39
1210469163,residential,400.68,19,220.62
1210533430,residential,300.16,19,185.75
1210543119,commercial,1712.49,14,903.16
1210572422,residential,287.78,19,162.35
1210592630,residential,282.05,19,183.28
1210592631,residential,341.3,19,193.19
1210690117,residential,298.17,19,191.68
1210690118,residential,481.02,19,253.45
1210690119,residential,436.97,19,272.58
1210690130,residential,256.38,19,166.8
1210695056,commercial,1293.47,14,903.08
1210714630,residential,288.9,19,193.84
1210714631,residential,278.53,19,183.12
1210714644,residential,223.26,19,120.52
1210714645,residential,319.5,19,200.14
1210714646,residential,389.65,19,263.68
1210714647,residential,207.14,19,144.6
1210914486,residential,427.3,19,277.84
1211318977,commercial,1334.38,14,826.41
1211318979,commercial,1498.39,14,895.31
1211318980,residential,450.32,19,295.02
1211325479,commercial,1888.96,14,1017.49
1211618602,commercial,1754.04,14,911.39
1211618605,residential,386.26,19,205.65
1211618606,commercial,1871.83,14,1055.08
1212031522,residential,496.99,19,284.99
1212109880,residential,421.83,19,238.73
1212109885,residential,241.4,19,157.44
1212110275,residential,434.47,19,219.78
1212233283,commercial,1699.88,14,1078.43
1212233284,commercial,1669.31,14,839.71
1212235826,residential,226.16,19,136.84
1212237735,commercial,1327.07,14,821.55
1212365337,residential,357.97,19,207.51
1212365352,residential,470.35,19,313.12
1212365383,residential,208.92,19,124.82
1212370420,commercial,1795.12,14,1184.7
1212423566,commercial,997.4,14,644.98
1212554493,commercial,1348.45,14,807.15
1212554502,residential,339.0,19,208.89
1213218539,commercial,1227.52,14,692.23
1213970891,residential,431.48,19,235.94
1214246790,commercial,1931.9,14,1156.23
1214864453,commercial,1166.13,14,671.84
1215278318,residential,370.46,19,258.58
1215278319,residential,448.64,19,258.87
1215278324,residential,445.12,19,278.76
1215337276,residential,353.44,19,244.91
1215340990,residential,396.77,19,255.93
1215364873,commercial,1448.08,14,894.08
1215838593,residential,336.52,19,185.42
1216164358,residential,394.67,19,197.56
1216840024,residential,375.32,19,226.51
1216840025,commercial,826.78,14,551.96
1216840047,residential,481.05,19,311.02
1217139664,commercial,846.1,14,526.59
1217139667,commercial,1428.28,14,717.74
1217139668,commercial,1998.53,14,1174.75
1217247606,residential,273.03,19,184.93
1217247607,residential,455.84,19,263.6
1217247617,commercial,1614.8,14,1043.18
1217247618,commercial,893.13,14,587.3
1217247621,commercial,1923.02,14,1114.32
1217247629,commercial,1607.88,14,872.84
1217247630,residential,485.37,19,267.76
1217326871,residential,319.1,19,208.22
1217326875,commercial,1048.94,14,726.25
1217350532,residential,398.73,19,218.24
1217350533,residential,219.74,19,125.07
1217350535,residential,318.37,19,164.66
1217350536,commercial,1626.77,14,926.15
1217350548,commercial,1148.08,14,635.04
1217350552,residential,473.84,19,239.8
1217350553,commercial,1691.59,14,1069.05
1217350554,residential,446.38,19,277.54
1217350556,residential,461.93,19,281.53
1217350558,residential,381.09,19,230.41
1217372144,commercial,1876.03,14,1150.99
1217372149,commercial,912.44,14,517.52
1217375983,residential,497.29,19,258.56
1217375987,commercial,870.39,14,553.92
1217375988,commercial,1612.04,14,1047.46
1217375989,commercial,1129.5,14,640.84
1217376000,commercial,1362.89,14,772.39
1217377642,residential,488.58,19,321.44
1217380996,commercial,1804.48,14,1081.43
1217383746,residential,269.57,19,168.47
1217383748,commercial,1808.57,14,1162.07
1217383749,residential,393.39,19,248.87
1217383750,commercial,1374.09,14,886.87
1217466582,residential,243.79,19,141.61
1217466587,residential,260.56,19,150.41
1217525756,commercial,856.29,14,539.42
1217525757,commercial,1911.73,14,1330.2
1217525758,commercial,895.22,14,485.89
1217525759,commercial,1255.7,14,645.85
1217525760,commercial,909.29,14,480.02
1217525761,commercial,1105.9,14,717.6
1217527426,residential,492.65,19,342.77
1217527457,commercial,1158.65,14,595.63
1217527458,commercial,1462.27,14,895.73
1217527459,commercial,1314.85,14,848.41
1217530857,residential,231.01,19,140.62
1217537940,residential,343.06,19,186.7
1217537941,commercial,1993.73,14,1097.36
1217537945,residential,357.7,19,191.98
1217537946,commercial,969.33,14,650.78
1217537947,residential,203.37,19,132.99
1217537948,commercial,1765.81,14,999.04
1217537949,residential,247.58,19,154.55
1217537950,commercial,1465.11,14,993.91
1217537951,residential,477.57,19,270.53
1217537952,commercial,1529.87,14,1025.58
1217537953,commercial,1134.06,14,700.85
1217537954,commercial,1621.99,14,1123.25
1217537955,residential,436.29,19,259.61
1217537956,commercial,1600.88,14,933.83
1217537957,residential,475.06,19,301.79
1217537958,commercial,1537.65,14,828.86
1217537959,residential,315.36,19,190.81
1217537960,residential,408.86,19,265.16
1217537961,residential,361.6,19,203.71
1217537962,residential,308.3,19,178.75
1217537971,commercial,1215.93,14,733.38
1217537972,commercial,1093.78,14,616.24
1217537973,commercial,1281.95,14,769.02
1217537974,commercial,1048.63,14,591.82
1217537975,commercial,996.67,14,621.29
1217537976,commercial,1403.28,14,881.97
1217537977,commercial,859.58,14,511.84
1217537978,commercial,1101.88,14,711.72
1217537979,commercial,1270.4,14,701.81
1217537980,commercial,996.96,14,621.84
1217537990,commercial,1697.3,14,1110.05
1217537991,commercial,1236.69,14,693.83
1217671222,residential,387.45,19,194.43
1217671223,residential,466.79,19,267.76
1217671225,residential,443.46,19,252.23
1217671299,residential,273.2,19,152.84
1217671300,residential,427.07,19,250.08
1217671316,commercial,1336.69,14,876.77
1217671317,commercial,1753.49,14,1224.48
1217671318,commercial,1370.57,14,846.97
1217671319,commercial,942.64,14,614.83
1217671320,commercial,978.33,14,549.54
1217671321,commercial,879.01,14,459.64
1217671322,commercial,1110.01,14,600.28
1217671333,residential,333.86,19,186.01
1217671336,residential,333.06,19,184.54
1218030766,residential,481.54,19,252.86
1218443317,residential,339.0,19,211.73
1218443318,residential,243.7,19,146.36
1218759007,residential,260.0,19,162.67
1218759008,residential,432.93,19,299.5
1218763827,residential,340.38,19,192.34
1218763835,residential,456.59,19,249.75
1218763836,residential,479.39,19,326.22
1219843729,residential,261.53,19,133.96
1219843736,residential,348.52,19,210.55
1219843745,residential,496.82,19,264.08
1219843755,residential,487.97,19,266.64
1219998559,commercial,890.49,14,616.92
1219998571,residential,234.33,19,138.88
1219998582,residential,472.62,19,288.82
1219998590,residential,433.22,19,238.69
1219998591,residential,348.72,19,238.66
1219998592,residential,265.6,19,167.13
1219998604,residential,285.8,19,151.26
1219998615,residential,231.89,19,151.25
1219998616,residential,361.56,19,212.81
1219998617,commercial,1629.63,14,887.23
1219998619,residential,482.59,19,303.5
1219998650,residential,224.6,19,112.32
1219998674,commercial,1626.79,14,962.39
1220006220,commercial,1365.05,14,752.59
1220006221,commercial,1190.29,14,755.65
1220006223,commercial,1078.4,14,744.27
1220006228,commercial,1526.17,14,1057.04
1220006229,residential,328.9,19,179.36
1220006236,residential,472.12,19,252.02
1220009708,residential,445.46,19,284.66
1220009709,residential,467.71,19,288.11
1220009710,residential,410.38,19,217.08
1220009711,residential,466.82,19,245.4
1220009712,residential,215.58,19,117.79
1220009713,residential,452.71,19,269.37
1220009714,residential,320.25,19,185.14
1220009716,residential,408.84,19,252.6
1220009717,residential,373.33,19,216.47
1220009718,residential,452.49,19,310.41
1220009719,residential,342.82,19,193.0
1220009720,residential,382.55,19,257.63
1220009723,residential,312.74,19,157.89
1220009725,residential,322.25,19,173.2
1220009726,residential,414.65,19,232.06
1220009727,residential,276.36,19,158.88
1220009734,residential,322.7,19,214.81
1220056670,residential,202.87,19,103.34
1220067084,residential,289.4,19,200.11
1220067085,residential,262.74,19,159.09
1220073968,residential,277.96,19,173.77
1220073969,residential,469.72,19,281.3
1220073970,residential,325.24,19,185.51
1220176895,commercial,1595.59,14,980.05
1220176898,commercial,1508.22,14,962.97
1220178682,commercial,1002.34,14,640.66
1220178684,commercial,1307.05,14,692.29
1220427739,commercial,1736.49,14,896.19
1220572669,commercial,1892.19,14,1282.68
1220680255,commercial,811.81,14,461.45
1220680256,residential,225.46,19,126.95
1220680257,commercial,1645.99,14,924.94
1220680258,commercial,1116.32,14,613.4
1220680259,commercial,853.01,14,515.72
1220680260,commercial,1446.07,14,844.77
1220680261,commercial,1857.03,14,1167.21
1220680262,commercial,1875.34,14,1031.85
1220680263,commercial,1954.46,14,1048.34
1220680264,commercial,1888.09,14,999.33
1220680265,residential,255.36,19,154.12
1220680266,commercial,1522.83,14,1062.1
1220680267,commercial,888.1,14,592.39
1220680268,commercial,1003.72,14,656.69
1220680269,commercial,1003.87,14,599.2
1220680270,commercial,1912.25,14,1336.04
1220680271,commercial,1839.54,14,1167.28
1220680272,residential,297.8,19,166.27
1220680273,commercial,1331.88,14,846.47
1221235217,residential,374.91,19,230.93
1222386355,commercial,1776.86,14,1183.57
1222731701,commercial,1117.65,14,574.16
1222731703,residential,441.44,19,240.91
1224538498,residential,463.39,19,305.85
1224538499,residential,332.22,19,230.83
1224538500,residential,463.72,19,303.28
1224538510,residential,260.11,19,172.9
1224538511,commercial,1292.79,14,819.83
1224538512,residential,494.51,19,267.64
1224538513,residential,364.34,19,235.81
1224538515,residential,231.95,19,138.32
1224940601,commercial,1398.41,14,713.03
1224940672,residential,249.03,19,156.95
1225127680,residential,486.58,19,302.69
1225128053,commercial,1388.74,14,697.8
1225128054,commercial,1674.99,14,965.67
1225128055,commercial,1537.77,14,1006.82
1225128056,commercial,878.57,14,562.21
1225128057,commercial,1929.81,14,1082.13
1225128062,commercial,1141.88,14,682.64
1225129148,commercial,1618.95,14,1104.74
1225130416,commercial,1228.82,14,779.04
1225130417,commercial,1403.74,14,732.97
1225130418,commercial,1541.02,14,953.93
1225130419,commercial,1215.18,14,696.19
1225130686,residential,442.0,19,293.12
1225131007,residential,400.75,19,268.6
1225132211,commercial,1339.46,14,766.89
1226234865,residential,213.57,19,116.72
1226234866,residential,395.72,19,233.35
1226650429,residential,291.42,19,193.38
1226683653,commercial,1177.13,14,799.52
1226713676,residential,374.67,19,228.67
1226713677,residential,255.36,19,143.99
1226713678,commercial,1534.49,14,1019.17
1228561267,commercial,1945.2,14,1220.96
1230094115,residential,461.35,19,312.69
1231129703,commercial,1643.36,14,938.64
1231715897,commercial,1948.4,14,1014.84
1231722191,residential,372.45,19,255.84
1231722192,residential,242.97,19,141.49
1231722193,residential,281.37,19,158.03
1231722194,commercial,1599.17,14,1091.38
1231722195,residential,411.98,19,276.4
1231722196,residential,324.37,19,171.14
1231722197,residential,206.0,19,140.76
1231722198,residential,304.87,19,174.03
1231728164,residential,233.15,19,156.36
1231728165,residential,488.13,19,281.26
1231728166,residential,470.12,19,316.89
1231728167,residential,434.38,19,278.72
1231728168,residential,451.83,19,256.76
1231728169,residential,207.66,19,144.41
1231728170,residential,269.02,19,161.55
1231728171,residential,286.28,19,159.13
1231728172,residential,414.98,19,263.45
1231728173,residential,425.66,19,277.99
1231728174,commercial,927.93,14,471.12
1231728175,residential,387.22,19,233.85
1231728176,residential,409.49,19,237.4
1231728177,residential,347.17,19,217.86
1231728178,commercial,866.49,14,505.05
1231728179,residential,305.61,19,162.96
1231728180,residential,448.19,19,275.52
1231728181,residential,493.52,19,340.33
1231728182,residential,353.17,19,190.14
1231728183,residential,248.37,19,153.95
1231728184,residential,312.98,19,193.35
1231728185,residential,338.39,19,230.94
1231728186,residential,347.98,19,227.51
1231728187,residential,281.16,19,172.91
1231728188,residential,406.74,19,269.31
1231728190,commercial,906.66,14,548.36
1231728191,commercial,1542.72,14,1044.93
1231728192,commercial,1832.3,14,1212.31
1231728193,residential,258.32,19,135.44
1231728194,residential,468.83,19,246.01
1231728195,residential,296.48,19,186.37
1231728225,residential,432.65,19,280.49
1231728229,commercial,1217.62,14,811.11
1231728230,commercial,1196.07,14,739.28
1231728234,commercial,1039.47,14,548.18
1231728235,residential,328.84,19,213.49
1231728236,residential,333.14,19,187.49
1231728237,commercial,1906.05,14,1165.18
1231728238,residential,451.32,19,229.74
1231728239,residential,474.19,19,305.29
1231728240,commercial,1961.19,14,1076.55
1231728241,commercial,1649.54,14,1121.64
1231728242,commercial,1346.57,14,925.82
1231728243,commercial,926.07,14,646.93
1231728244,commercial,1816.15,14,1182.45
1231728245,residential,348.71,19,239.58
1231728246,commercial,1470.65,14,820.58
1231728247,residential,359.99,19,205.53
1231728250,commercial,1258.19,14,746.64
1231728251,residential,346.0,19,231.16
1231821062,residential,202.17,19,104.64
1231821063,commercial,1722.53,14,1001.82
1231821064,commercial,1956.33,14,1300.18
1231821065,commercial,1895.12,14,1264.33
1231821108,commercial,1905.55,14,1209.58
1231821117,commercial,888.47,14,528.17
1231821118,residential,267.01,19,184.19
1231821119,residential,241.3,19,158.82
1231821120,commercial,915.9,14,604.88
1231821121,residential,222.83,19,149.2
1231821122,residential,217.5,19,133.06
1231821123,residential,289.65,19,166.01
1231821124,commercial,825.52,14,432.96
1231821125,residential,354.56,19,196.1
1231821126,commercial,800.33,14,549.21
1231821127,commercial,973.59,14,607.84
1231821128,commercial,993.82,14,664.9
1231821129,residential,283.03,19,187.19
1231821130,residential,490.36,19,279.96
1231821131,commercial,1765.35,14,1087.78
1231821132,residential,475.51,19,329.05
1231821133,residential,334.01,19,199.39
1231821134,residential,227.16,19,141.85
1231821135,residential,238.83,19,149.16
1231821136,commercial,1692.02,14,1010.39
1231821137,commercial,1846.36,14,1111.31
1231838485,residential,432.12,19,223.47
1231838486,residential,211.31,19,122.65
1231839686,commercial,837.13,14,437.03
1232940781,residential,328.99,19,209.77
1232940782,residential,353.1,19,205.57
1232940783,commercial,1338.41,14,707.47
1232959531,residential,333.2,19,168.64
1232959532,residential,390.09,19,269.71
1232959533,residential,482.48,19,331.08
1232959534,residential,223.12,19,115.78
1232959713,residential,368.43,19,214.87
1232959800,residential,379.13,19,241.07
1233259940,residential,417.33,19,284.0
1233754489,residential,364.14,19,243.73
1233754495,commercial,1716.17,14,1049.28
1233754496,commercial,1854.11,14,1088.79
1233754516,commercial,990.51,14,524.87
1233754519,commercial,1299.17,14,850.99
1233754543,commercial,1956.35,14,995.52
1233754558,commercial,1474.18,14,905.08
1233754559,commercial,1426.75,14,920.99
1233754562,commercial,893.29,14,517.49
1233815366,residential,455.38,19,237.67
1233815377,residential,490.77,19,273.68
1233817044,residential,290.47,19,181.6
1233817051,commercial,1303.04,14,712.86
1233817052,commercial,1261.52,14,671.39
1233817053,commercial,1594.01,14,999.08
1233840300,residential,498.91,19,348.11
1233840301,residential,225.8,19,134.85
1233840337,commercial,822.53,14,556.82
1233840342,commercial,1815.79,14,1100.43
1233840394,commercial,1575.59,14,1032.12
1234104560,residential,360.03,19,186.56
1234946460,commercial,1195.3,14,662.76
1235995422,commercial,931.96,14,558.18
1236487456,commercial,1262.38,14,739.58
1237030052,commercial,1422.65,14,755.46
1237244330,residential,290.15,19,192.74
1237434581,residential,401.49,19,239.17
1237460189,residential,467.06,19,275.37
1237551404,residential,463.93,19,242.75
1237552026,residential,487.71,19,323.76
1238363945,residential,276.0,19,141.51
1238363946,residential,355.57,19,211.75
1238363947,residential,397.14,19,213.3
1238363948,residential,210.36,19,125.56
1238631232,residential,217.8,19,113.73
1238631233,residential,316.85,19,170.78
1238631237,residential,284.58,19,142.33
1238631240,residential,267.75,19,181.85
1238631241,residential,400.63,19,268.95
1238631242,residential,368.87,19,201.41
1238631249,residential,412.14,19,286.92
1238631253,residential,283.42,19,177.8
1238631264,residential,414.34,19,230.8
1238631265,residential,309.34,19,205.44
1238631266,residential,476.53,19,255.4
1238631271,residential,367.64,19,210.77
1238631272,residential,391.3,19,214.08
1238631273,residential,339.12,19,206.67
1238631282,residential,362.0,19,227.86
1238631283,residential,312.6,19,173.78
1238631284,residential,379.3,19,253.96
1238631285,residential,211.15,19,123.34
1238631287,residential,381.93,19,260.0
1238631298,residential,316.51,19,175.7
1238631299,residential,321.25,19,202.75
1238631300,residential,360.29,19,203.25
1238631301,residential,244.99,19,169.61
1238636317,residential,311.65,19,195.85
1238636327,residential,487.57,19,294.86
1238636328,commercial,1174.26,14,716.58
1238636331,commercial,1800.33,14,1040.47
1238650925,commercial,1033.59,14,622.22
1238650926,commercial,1040.62,14,595.39
1238661110,residential,213.49,19,130.96
1238661115,residential,201.9,19,110.22
1238661124,residential,259.25,19,147.79
1238661126,residential,300.33,19,156.75
1238663466,residential,380.37,19,212.19
1238663467,residential,305.52,19,213.66
1238663468,residential,234.67,19,130.48
1238663483,residential,479.22,19,289.71
1238663487,residential,289.58,19,148.72
1238777242,residential,468.25,19,269.0
1238791756,residential,398.23,19,206.18
1238794969,commercial,1027.37,14,714.57
1238821111,commercial,1358.95,14,800.03
1238821112,commercial,1864.37,14,1241.23
1238871676,commercial,1416.09,14,758.81
1239003793,residential,402.3,19,259.81
1239012955,residential,344.69,19,240.98
1239012958,commercial,1275.16,14,708.88
1239067098,residential,298.53,19,192.77
1239610842,residential,370.28,19,195.58
1239610853,residential,207.19,19,117.64
1239610858,residential,322.91,19,196.02
1239610861,commercial,1545.52,14,935.71
1239793083,residential,413.81,19,230.33
1239793084,residential,300.23,19,182.35
1239793085,residential,212.67,19,113.56
1239793100,residential,488.92,19,303.55
1239793101,residential,321.73,19,168.75
1239793104,residential,214.63,19,123.7
1239793105,commercial,1058.97,14,608.93
1239793107,residential,300.65,19,187.92
1240046871,commercial,869.37,14,457.01
1240184934,residential,360.41,19,189.5
1240365189,commercial,1877.45,14,1122.52
1240555817,commercial,1689.54,14,951.3
1240662304,residential,323.9,19,215.64
1240696166,residential,204.93,19,124.34
1240800459,residential,420.93,19,281.94
1241006120,residential,418.16,19,251.99
1241006191,residential,456.4,19,288.82
1241006208,residential,269.91,19,151.35
1241104886,residential,487.15,19,251.59
1241308593,residential,221.55,19,150.37
1241308594,commercial,1151.92,14,604.31
1241308595,residential,451.83,19,265.25
1241308608,commercial,824.71,14,503.02
1241555397,residential,204.98,19,108.02
1241556751,commercial,1058.57,14,616.71
1241563221,residential,250.87,19,130.39
1241563223,residential,363.66,19,248.43
1241563235,residential,386.64,19,197.3
1241563236,residential,465.06,19,267.76
1241563237,residential,239.32,19,132.8
1241563238,residential,230.87,19,145.44
1241851989,commercial,832.58,14,486.15
1241851990,residential,212.93,19,128.21
1242149135,residential,470.73,19,285.15
1242182536,commercial,1995.8,14,1368.99
1242182537,residential,471.57,19,287.17
1242182538,residential,406.77,19,222.4
1242193144,commercial,1179.73,14,647.94
1242193198,commercial,1493.91,14,973.49
1242193200,commercial,1256.06,14,761.22
1242193201,commercial,1496.3,14,989.13
1242193207,commercial,1509.89,14,783.8
1242193223,commercial,1078.13,14,569.02
1242203416,residential,377.22,19,246.02
1242203417,residential,495.16,19,345.24
1242203418,residential,389.4,19,270.07
1242263771,residential,246.64,19,153.93
1242263772,residential,492.81,19,313.47
1242263773,residential,364.02,19,209.77
1242263775,residential,356.51,19,215.96
1242263776,residential,283.8,19,142.45
1242285244,residential,327.89,19,204.99
1242285245,residential,273.68,19,186.03
1242285246,residential,276.24,19,149.83
1242285247,residential,292.93,19,179.67
1242285289,residential,237.96,19,161.61
1242285290,residential,214.47,19,148.39
1242749612,residential,307.23,19,174.81
1242749613,residential,373.88,19,226.76
1243254562,commercial,1035.08,14,661.46
1243757037,residential,373.92,19,254.2
1243963545,residential,351.51,19,183.22
1244123389,commercial,1067.26,14,619.45
1244526811,residential,279.56,19,194.37
1244526812,residential,374.13,19,237.47
1244608275,residential,234.09,19,151.07
1244862262,commercial,977.12,14,522.13
1244862263,commercial,1799.82,14,984.75
1244869699,residential,313.39,19,172.81
1244888698,commercial,1354.49,14,729.43
1244888699,residential,321.58,19,217.82
1244888701,residential,344.88,19,200.8
1244888702,residential,429.37,19,228.29
1245304222,residential,257.01,19,163.01
1245778214,commercial,1965.49,14,1145.38
1246082469,residential,343.94,19,223.71
1246289840,residential,328.33,19,226.57
1247976117,residential,229.31,19,155.42
1248732896,commercial,1755.61,14,917.55
1248732897,commercial,1475.36,14,939.43
1248791398,commercial,1479.59,14,824.41
1248791399,commercial,928.36,14,560.73
1248855958,commercial,1030.85,14,571.13
1248855959,commercial,1027.79,14,592.37
1249423705,commercial,1511.15,14,763.62
1249423706,commercial,1851.5,14,1047.62
1249423707,commercial,1782.79,14,1201.78
1249423718,commercial,1313.15,14,678.07
1249423719,residential,342.14,19,239.0
1249423720,commercial,886.77,14,445.1
1249423729,commercial,1576.44,14,1004.24
1249423742,commercial,1207.61,14,674.57
1249423743,commercial,1168.51,14,716.35
1249423745,commercial,1528.19,14,815.69
1249423746,commercial,1206.95,14,604.59
1249423749,commercial,1207.0,14,749.5
1249423750,commercial,1759.26,14,1034.36
1249423751,commercial,1178.52,14,717.11
1249423752,commercial,1815.14,14,976.73
1249423753,commercial,1841.43,14,922.55
1249829830,residential,448.26,19,261.5
1249829831,residential,472.46,19,289.61
1249829832,residential,231.9,19,139.26
1249829833,residential,315.05,19,170.06
1249829834,residential,494.72,19,322.09
1249831894,residential,307.79,19,203.22
1249831895,residential,483.58,19,274.77
1249831896,residential,220.14,19,128.84
1249831897,residential,232.53,19,154.3
1249831902,residential,233.83,19,159.6
1249855581,residential,433.85,19,289.69
1249857702,residential,398.93,19,238.74
1249857703,residential,499.97,19,250.06
1250180681,residential,382.09,19,258.94
1250225420,residential,306.88,19,213.58
1250225421,residential,274.93,19,152.58
1250225422,residential,213.57,19,123.57
1250225423,residential,310.86,19,197.97
1250225424,residential,280.13,19,177.06
1250225425,residential,405.33,19,239.55
1250225426,residential,428.86,19,223.29
