_id,connectionTime,kWhDelivered,duration_hours,siteID
sess_2604,2024-01-08T20:34:00Z,21.36,3.26,proxy_site
sess_2605,2024-01-28T16:25:00Z,5.3,7.07,proxy_site
sess_2606,2024-02-28T18:36:00Z,43.61,8.58,proxy_site
sess_2607,2024-03-27T20:13:00Z,43.53,9.61,proxy_site
sess_2608,2024-02-10T18:07:00Z,8.85,6.07,proxy_site
sess_2609,2024-03-10T15:37:00Z,33.24,9.75,proxy_site
sess_2610,2024-02-21T15:47:00Z,33.36,2.31,proxy_site
sess_2611,2024-01-23T15:49:00Z,5.19,6.73,proxy_site
sess_2612,2024-01-09T16:47:00Z,21.54,5.29,proxy_site
sess_2613,2024-01-27T15:42:00Z,28.15,9.37,proxy_site
sess_2614,2024-03-16T20:17:00Z,46.89,5.77,proxy_site
sess_2615,2024-03-06T17:08:00Z,20.88,5.27,proxy_site
sess_2616,2024-02-23T20:12:00Z,48.91,9.14,proxy_site
sess_2617,2024-03-13T14:02:00Z,36.81,6.52,proxy_site
sess_2618,2024-01-04T16:56:00Z,15.79,2.71,proxy_site
sess_2619,2024-02-08T16:00:00Z,33.78,2.99,proxy_site
sess_2620,2024-02-29T17:50:00Z,49.3,7.09,proxy_site
sess_2621,2024-02-11T17:36:00Z,39.18,5.91,proxy_site
sess_2622,2024-03-29T20:07:00Z,48.35,8.76,proxy_site
sess_2623,2024-01-26T19:00:00Z,34.84,5.06,proxy_site
sess_2624,2024-03-14T19:26:00Z,42.21,8.03,proxy_site
sess_2625,2024-01-17T18:33:00Z,36.76,8.49,proxy_site
sess_2626,2024-03-25T21:34:00Z,29.6,4.88,proxy_site
sess_2627,2024-01-28T17:23:00Z,48.7,4.92,proxy_site
sess_2628,2024-03-15T16:43:00Z,28.22,6.59,proxy_site
sess_2629,2024-01-08T21:43:00Z,27.59,2.67,proxy_site
sess_2630,2024-02-11T19:10:00Z,43.76,9.23,proxy_site
sess_2631,2024-01-10T20:41:00Z,37.41,4.23,proxy_site
sess_2632,2024-01-18T19:40:00Z,12.09,4.87,proxy_site
sess_2633,2024-03-02T13:35:00Z,7.55,3.14,proxy_site
sess_2634,2024-02-24T17:40:00Z,16.03,3.91,proxy_site
sess_2635,2024-02-02T18:26:00Z,25.38,6.08,proxy_site
sess_2636,2024-02-03T19:10:00Z,44.08,3.29,proxy_site
sess_2637,2024-02-26T19:09:00Z,15.43,4.19,proxy_site
sess_2638,2024-03-04T20:14:00Z,26.2,5.26,proxy_site
sess_2639,2024-03-25T19:17:00Z,14.6,5.3,proxy_site
sess_2640,2024-02-07T18:55:00Z,46.46,8.35,proxy_site
sess_2641,2024-03-15T18:22:00Z,15.87,7.29,proxy_site
sess_2642,2024-03-19T16:52:00Z,26.26,2.62,proxy_site
sess_2643,2024-02-10T17:54:00Z,21.39,4.34,proxy_site
sess_2644,2024-03-21T18:28:00Z,27.62,3.08,proxy_site
sess_2645,2024-03-21T18:50:00Z,28.33,2.36,proxy_site
sess_2646,2024-01-07T18:56:00Z,23.65,3.69,proxy_site
sess_2647,2024-01-30T20:55:00Z,47.03,2.02,proxy_site
sess_2648,2024-02-16T20:32:00Z,23.75,2.24,proxy_site
sess_2649,2024-03-19T15:05:00Z,11.84,5.43,proxy_site
sess_2650,2024-03-19T16:14:00Z,22.63,9.45,proxy_site
sess_2651,2024-01-25T16:56:00Z,23.5,5.47,proxy_site
sess_2652,2024-01-31T18:28:00Z,10.21,3.02,proxy_site
sess_2653,2024-01-27T21:56:00Z,22.16,5.26,proxy_site
sess_2654,2024-01-02T19:19:00Z,11.38,3.74,proxy_site
sess_2655,2024-03-01T19:49:00Z,20.34,5.85,proxy_site
sess_2656,2024-03-07T14:53:00Z,11.03,8.46,proxy_site
sess_2657,2024-01-14T16:16:00Z,46.87,3.68,proxy_site
sess_2658,2024-02-10T19:39:00Z,32.76,5.7,proxy_site
sess_2659,2024-01-07T20:40:00Z,22.69,8.15,proxy_site
sess_2660,2024-03-06T15:40:00Z,16.3,8.28,proxy_site
sess_2661,2024-01-22T18:44:00Z,9.1,8.87,proxy_site
sess_2662,2024-03-17T15:37:00Z,47.3,9.36,proxy_site
sess_2663,2024-02-28T16:46:00Z,5.52,8.39,proxy_site
sess_2664,2024-01-10T16:42:00Z,19.42,2.26,proxy_site
sess_2665,2024-03-28T18:22:00Z,38.23,2.93,proxy_site
sess_2666,2024-02-18T00:30:00Z,13.12,9.26,proxy_site
sess_2667,2024-03-01T18:31:00Z,33.08,6.04,proxy_site
sess_2668,2024-02-26T19:20:00Z,32.76,9.91,proxy_site
sess_2669,2024-02-01T19:44:00Z,9.76,4.72,proxy_site
sess_2670,2024-02-18T19:46:00Z,24.78,8.83,proxy_site
sess_2671,2024-03-24T17:15:00Z,42.73,3.06,proxy_site
sess_2672,2024-01-24T17:12:00Z,14.52,4.95,proxy_site
sess_2673,2024-03-20T20:40:00Z,44.79,5.65,proxy_site
sess_2674,2024-03-04T17:31:00Z,41.97,5.99,proxy_site
sess_2675,2024-02-19T19:18:00Z,16.86,5.19,proxy_site
sess_2676,2024-01-05T18:11:00Z,6.48,4.87,proxy_site
sess_2677,2024-01-22T17:50:00Z,47.41,5.93,proxy_site
sess_2678,2024-03-02T17:13:00Z,12.02,6.73,proxy_site
sess_2679,2024-03-18T18:19:00Z,23.81,3.35,proxy_site
sess_2680,2024-01-19T16:34:00Z,13.45,9.12,proxy_site
sess_2681,2024-02-06T16:13:00Z,45.18,8.29,proxy_site
sess_2682,2024-02-10T17:48:00Z,29.63,8.44,proxy_site
sess_2683,2024-03-16T17:30:00Z,48.82,8.46,proxy_site
sess_2684,2024-01-01T20:00:00Z,5.62,9.13,proxy_site
sess_2685,2024-01-14T15:35:00Z,27.28,6.43,proxy_site
sess_2686,2024-01-29T17:50:00Z,27.24,3.82,proxy_site
sess_2687,2024-01-20T18:46:00Z,31.53,7.85,proxy_site
sess_2688,2024-03-16T17:01:00Z,18.77,8.52,proxy_site
sess_2689,2024-01-05T15:54:00Z,19.77,2.77,proxy_site
sess_2690,2024-02-08T14:50:00Z,21.59,7.1,proxy_site
sess_2691,2024-01-19T15:18:00Z,47.54,4.13,proxy_site
sess_2692,2024-02-04T18:36:00Z,32.58,7.24,proxy_site
sess_2693,2024-01-25T14:27:00Z,12.62,8.33,proxy_site
sess_2694,2024-01-04T17:06:00Z,14.97,2.32,proxy_site
sess_2695,2024-02-17T17:22:00Z,10.56,9.91,proxy_site
sess_2696,2024-03-19T17:59:00Z,25.77,5.38,proxy_site
sess_2697,2024-03-02T15:52:00Z,10.03,3.27,proxy_site
sess_2698,2024-02-25T19:44:00Z,32.93,3.61,proxy_site
sess_2699,2024-02-02T18:11:00Z,10.46,8.21,proxy_site
sess_2700,2024-02-18T17:56:00Z,7.87,4.48,proxy_site
sess_2701,2024-02-29T17:24:00Z,42.58,2.02,proxy_site
sess_2702,2024-03-28T17:39:00Z,30.42,5.64,proxy_site
sess_2703,2024-02-25T13:33:00Z,22.84,3.03,proxy_site
sess_2704,2024-02-21T18:39:00Z,31.86,9.11,proxy_site
sess_2705,2024-03-12T21:32:00Z,32.38,4.03,proxy_site
sess_2706,2024-01-22T17:04:00Z,39.65,3.04,proxy_site
sess_2707,2024-03-12T16:01:00Z,33.86,3.6,proxy_site
sess_2708,2024-03-07T16:48:00Z,32.85,4.9,proxy_site
sess_2709,2024-02-04T16:17:00Z,38.71,3.94,proxy_site
sess_2710,2024-01-14T16:46:00Z,39.64,6.81,proxy_site
sess_2711,2024-02-26T14:20:00Z,36.46,3.0,proxy_site
sess_2712,2024-01-19T18:12:00Z,36.28,7.4,proxy_site
sess_2713,2024-03-11T21:11:00Z,10.52,2.68,proxy_site
sess_2714,2024-03-26T19:17:00Z,13.82,9.8,proxy_site
sess_2715,2024-02-26T17:31:00Z,48.36,5.88,proxy_site
sess_2716,2024-02-24T18:51:00Z,49.31,3.86,proxy_site
sess_2717,2024-01-08T16:55:00Z,17.34,8.98,proxy_site
sess_2718,2024-02-26T19:42:00Z,20.04,4.63,proxy_site
sess_2719,2024-02-22T16:54:00Z,27.65,8.35,proxy_site
sess_2720,2024-03-19T19:38:00Z,39.66,5.59,proxy_site
sess_2721,2024-03-21T19:49:00Z,20.42,6.87,proxy_site
sess_2722,2024-01-08T16:07:00Z,6.61,8.11,proxy_site
sess_2723,2024-02-29T18:56:00Z,39.74,9.88,proxy_site
sess_2724,2024-03-04T17:49:00Z,33.87,8.73,proxy_site
sess_2725,2024-02-08T16:16:00Z,22.38,8.18,proxy_site
sess_2726,2024-03-06T17:15:00Z,24.39,4.05,proxy_site
sess_2727,2024-03-06T22:47:00Z,10.9,3.02,proxy_site
sess_2728,2024-01-09T19:29:00Z,19.57,3.42,proxy_site
sess_2729,2024-02-04T19:06:00Z,31.62,8.46,proxy_site
sess_2730,2024-01-26T16:36:00Z,10.68,6.4,proxy_site
sess_2731,2024-03-05T18:07:00Z,10.57,6.62,proxy_site
sess_2732,2024-01-26T14:27:00Z,15.69,4.7,proxy_site
sess_2733,2024-02-15T17:01:00Z,34.43,4.91,proxy_site
sess_2734,2024-02-24T20:25:00Z,13.09,2.6,proxy_site
sess_2735,2024-02-09T18:31:00Z,32.96,4.81,proxy_site
sess_2736,2024-01-06T20:03:00Z,21.5,2.26,proxy_site
sess_2737,2024-01-01T18:25:00Z,13.33,5.01,proxy_site
sess_2738,2024-03-06T20:44:00Z,21.36,5.77,proxy_site
sess_2739,2024-02-15T17:37:00Z,25.9,5.27,proxy_site
sess_2740,2024-01-27T16:44:00Z,11.86,6.9,proxy_site
sess_2741,2024-03-08T19:24:00Z,24.13,8.28,proxy_site
sess_2742,2024-01-31T19:06:00Z,23.76,9.33,proxy_site
sess_2743,2024-01-07T19:45:00Z,22.69,3.77,proxy_site
sess_2744,2024-01-04T18:15:00Z,30.18,7.17,proxy_site
sess_2745,2024-03-27T19:25:00Z,49.91,6.27,proxy_site
sess_2746,2024-03-15T19:00:00Z,28.86,2.63,proxy_site
sess_2747,2024-03-12T18:37:00Z,36.07,9.39,proxy_site
sess_2748,2024-03-03T15:43:00Z,25.35,6.36,proxy_site
sess_2749,2024-02-09T20:23:00Z,49.2,9.78,proxy_site
sess_2750,2024-01-15T18:11:00Z,40.62,2.51,proxy_site
sess_2751,2024-03-08T19:22:00Z,43.75,9.38,proxy_site
sess_2752,2024-01-17T19:36:00Z,16.58,2.87,proxy_site
sess_2753,2024-01-28T16:40:00Z,26.93,9.65,proxy_site
sess_2754,2024-03-29T17:18:00Z,27.78,6.66,proxy_site
sess_2755,2024-01-07T18:15:00Z,42.26,7.84,proxy_site
sess_2756,2024-02-27T17:29:00Z,36.47,6.2,proxy_site
sess_2757,2024-01-05T17:21:00Z,26.47,3.69,proxy_site
sess_2758,2024-01-09T15:08:00Z,28.45,7.18,proxy_site
sess_2759,2024-03-21T21:50:00Z,32.87,2.52,proxy_site
sess_2760,2024-03-30T16:24:00Z,30.1,7.39,proxy_site
sess_2761,2024-01-15T17:19:00Z,44.93,8.61,proxy_site
sess_2762,2024-03-03T18:26:00Z,20.64,3.74,proxy_site
sess_2763,2024-03-23T14:39:00Z,34.47,6.28,proxy_site
sess_2764,2024-03-09T19:52:00Z,42.98,6.86,proxy_site
sess_2765,2024-03-26T19:21:00Z,22.44,3.12,proxy_site
sess_2766,2024-03-26T16:37:00Z,41.81,9.88,proxy_site
sess_2767,2024-02-21T16:24:00Z,44.48,4.84,proxy_site
sess_2768,2024-02-05T17:03:00Z,43.8,6.24,proxy_site
sess_2769,2024-03-23T16:32:00Z,27.96,6.57,proxy_site
sess_2770,2024-03-11T16:11:00Z,12.2,8.66,proxy_site
sess_2771,2024-02-03T16:17:00Z,11.96,7.97,proxy_site
sess_2772,2024-03-20T17:02:00Z,18.3,6.73,proxy_site
sess_2773,2024-03-13T18:48:00Z,21.08,4.54,proxy_site
sess_2774,2024-03-14T18:37:00Z,9.88,7.34,proxy_site
sess_2775,2024-01-18T20:33:00Z,22.6,5.0,proxy_site
sess_2776,2024-03-07T15:49:00Z,38.98,9.05,proxy_site
sess_2777,2024-02-20T16:10:00Z,49.13,2.98,proxy_site
sess_2778,2024-03-07T22:48:00Z,21.94,2.49,proxy_site
sess_2779,2024-02-15T16:58:00Z,37.07,6.0,proxy_site
sess_2780,2024-02-15T18:17:00Z,10.44,2.68,proxy_site
sess_2781,2024-03-17T15:43:00Z,29.77,6.34,proxy_site
sess_2782,2024-03-15T19:34:00Z,10.37,7.04,proxy_site
sess_2783,2024-02-17T18:06:00Z,31.83,9.88,proxy_site
sess_2784,2024-01-01T18:18:00Z,26.31,5.52,proxy_site
sess_2785,2024-03-22T17:12:00Z,14.04,3.61,proxy_site
sess_2786,2024-03-12T17:31:00Z,47.88,4.76,proxy_site
sess_2787,2024-02-22T14:49:00Z,39.35,6.55,proxy_site
sess_2788,2024-01-07T15:54:00Z,36.63,4.88,proxy_site
sess_2789,2024-02-01T18:24:00Z,35.91,9.45,proxy_site
sess_2790,2024-02-18T19:15:00Z,11.28,8.23,proxy_site
sess_2791,2024-02-05T17:55:00Z,30.0,6.03,proxy_site
sess_2792,2024-02-25T15:44:00Z,10.92,5.02,proxy_site
sess_2793,2024-03-12T20:22:00Z,6.12,8.02,proxy_site
sess_2794,2024-01-30T17:29:00Z,13.76,9.96,proxy_site
sess_2795,2024-03-27T17:24:00Z,14.2,4.79,proxy_site
sess_2796,2024-01-23T13:25:00Z,5.42,2.14,proxy_site
sess_2797,2024-01-12T18:24:00Z,42.79,5.62,proxy_site
sess_2798,2024-01-14T16:25:00Z,41.83,7.85,proxy_site
sess_2799,2024-02-15T20:09:00Z,45.65,7.23,proxy_site
sess_2800,2024-02-20T17:15:00Z,39.81,3.71,proxy_site
sess_2801,2024-02-27T19:38:00Z,36.59,5.65,proxy_site
sess_2802,2024-03-09T15:27:00Z,46.64,7.5,proxy_site
sess_2803,2024-02-20T15:43:00Z,15.46,4.84,proxy_site
sess_2804,2024-01-17T19:18:00Z,18.1,3.71,proxy_site
sess_2805,2024-03-05T16:11:00Z,17.8,7.02,proxy_site
sess_2806,2024-03-05T18:14:00Z,20.43,9.39,proxy_site
sess_2807,2024-01-16T16:56:00Z,39.45,6.47,proxy_site
sess_2808,2024-03-12T18:07:00Z,13.93,8.6,proxy_site
sess_2809,2024-03-17T15:14:00Z,46.33,8.63,proxy_site
sess_2810,2024-02-26T17:38:00Z,37.63,9.85,proxy_site
sess_2811,2024-02-06T19:06:00Z,21.63,8.64,proxy_site
sess_2812,2024-03-01T20:15:00Z,27.17,2.39,proxy_site
sess_2813,2024-01-21T15:15:00Z,11.57,8.7,proxy_site
sess_2814,2024-02-01T20:33:00Z,48.93,8.51,proxy_site
sess_2815,2024-03-26T15:19:00Z,30.06,4.77,proxy_site
sess_2816,2024-02-05T23:03:00Z,14.98,6.77,proxy_site
sess_2817,2024-03-24T23:01:00Z,16.43,9.05,proxy_site
sess_2818,2024-01-15T16:30:00Z,24.08,8.15,proxy_site
sess_2819,2024-03-27T16:02:00Z,11.73,4.7,proxy_site
sess_2820,2024-03-30T20:01:00Z,44.39,9.15,proxy_site
sess_2821,2024-03-13T16:15:00Z,13.24,4.86,proxy_site
sess_2822,2024-01-02T17:11:00Z,8.36,2.86,proxy_site
sess_2823,2024-01-12T19:20:00Z,47.61,5.09,proxy_site
sess_2824,2024-01-04T15:35:00Z,48.41,9.07,proxy_site
sess_2825,2024-02-10T17:22:00Z,26.87,3.26,proxy_site
sess_2826,2024-01-15T20:05:00Z,17.14,8.54,proxy_site
sess_2827,2024-03-15T14:45:00Z,47.91,3.33,proxy_site
sess_2828,2024-01-31T17:04:00Z,19.84,2.67,proxy_site
sess_2829,2024-01-24T19:29:00Z,21.89,4.42,proxy_site
sess_2830,2024-01-20T18:27:00Z,24.7,3.15,proxy_site
sess_2831,2024-03-06T21:17:00Z,16.49,5.55,proxy_site
sess_2832,2024-01-10T16:29:00Z,31.08,7.56,proxy_site
sess_2833,2024-03-13T15:42:00Z,31.94,3.1,proxy_site
sess_2834,2024-03-18T18:27:00Z,26.71,6.95,proxy_site
sess_2835,2024-01-21T18:46:00Z,25.37,4.5,proxy_site
sess_2836,2024-03-07T18:26:00Z,17.8,4.04,proxy_site
sess_2837,2024-02-18T16:14:00Z,6.91,9.48,proxy_site
sess_2838,2024-01-10T16:19:00Z,8.23,3.58,proxy_site
sess_2839,2024-02-08T19:57:00Z,33.84,3.11,proxy_site
sess_2840,2024-02-04T19:28:00Z,39.46,7.37,proxy_site
sess_2841,2024-01-08T18:09:00Z,39.86,8.63,proxy_site
sess_2842,2024-02-04T16:29:00Z,22.34,6.59,proxy_site
sess_2843,2024-01-17T17:49:00Z,30.16,3.11,proxy_site
sess_2844,2024-03-19T14:26:00Z,6.9,6.21,proxy_site
sess_2845,2024-02-02T18:14:00Z,44.95,4.69,proxy_site
sess_2846,2024-03-24T19:04:00Z,43.64,8.21,proxy_site
sess_2847,2024-03-01T20:56:00Z,33.46,9.38,proxy_site
sess_2848,2024-01-14T15:47:00Z,49.78,4.59,proxy_site
sess_2849,2024-03-29T20:20:00Z,46.34,2.81,proxy_site
sess_2850,2024-03-15T19:31:00Z,16.15,2.67,proxy_site
sess_2851,2024-01-30T18:57:00Z,30.56,5.0,proxy_site
sess_2852,2024-03-27T13:12:00Z,39.39,5.16,proxy_site
sess_2853,2024-03-29T17:39:00Z,8.12,4.19,proxy_site
sess_2854,2024-03-18T16:32:00Z,39.66,9.89,proxy_site
sess_2855,2024-01-11T16:04:00Z,36.26,7.56,proxy_site
sess_2856,2024-02-10T18:47:00Z,45.6,7.28,proxy_site
sess_2857,2024-01-03T18:34:00Z,30.81,5.77,proxy_site
sess_2858,2024-03-18T18:34:00Z,40.42,5.51,proxy_site
sess_2859,2024-03-02T16:25:00Z,38.78,8.05,proxy_site
sess_2860,2024-02-22T16:41:00Z,47.87,8.72,proxy_site
sess_2861,2024-02-07T20:25:00Z,36.32,6.88,proxy_site
sess_2862,2024-01-24T16:55:00Z,29.94,7.58,proxy_site
sess_2863,2024-03-17T15:34:00Z,12.66,4.57,proxy_site
sess_2864,2024-02-23T18:40:00Z,41.94,6.47,proxy_site
sess_2865,2024-02-22T17:54:00Z,28.22,9.42,proxy_site
sess_2866,2024-01-23T20:33:00Z,40.42,4.86,proxy_site
sess_2867,2024-03-06T20:21:00Z,42.57,9.41,proxy_site
sess_2868,2024-01-01T15:46:00Z,40.5,8.52,proxy_site
sess_2869,2024-03-14T19:18:00Z,32.9,3.2,proxy_site
sess_2870,2024-01-19T19:51:00Z,33.56,3.54,proxy_site
sess_2871,2024-02-03T21:22:00Z,43.85,6.93,proxy_site
sess_2872,2024-01-10T19:34:00Z,28.73,9.38,proxy_site
sess_2873,2024-03-11T19:35:00Z,27.93,2.64,proxy_site
sess_2874,2024-03-19T21:53:00Z,43.71,9.68,proxy_site
sess_2875,2024-02-20T19:05:00Z,14.39,2.86,proxy_site
sess_2876,2024-01-16T17:48:00Z,26.08,7.27,proxy_site
sess_2877,2024-01-13T14:31:00Z,6.8,9.66,proxy_site
sess_2878,2024-03-03T18:06:00Z,33.81,5.34,proxy_site
sess_2879,2024-03-21T13:35:00Z,14.88,9.21,proxy_site
sess_2880,2024-03-09T21:27:00Z,12.43,7.17,proxy_site
sess_2881,2024-03-29T18:52:00Z,39.51,7.77,proxy_site
sess_2882,2024-02-09T19:25:00Z,28.56,8.73,proxy_site
sess_2883,2024-01-24T15:43:00Z,33.15,5.48,proxy_site
sess_2884,2024-01-22T17:19:00Z,34.82,4.32,proxy_site
sess_2885,2024-03-14T17:05:00Z,15.09,5.98,proxy_site
sess_2886,2024-03-18T19:54:00Z,27.67,3.55,proxy_site
sess_2887,2024-02-13T17:55:00Z,48.97,2.19,proxy_site
sess_2888,2024-02-24T14:07:00Z,27.98,4.28,proxy_site
sess_2889,2024-03-12T21:14:00Z,36.38,4.31,proxy_site
sess_2890,2024-01-12T18:52:00Z,31.89,4.17,proxy_site
sess_2891,2024-01-24T17:52:00Z,9.44,4.06,proxy_site
sess_2892,2024-01-31T16:50:00Z,44.62,5.96,proxy_site
sess_2893,2024-02-26T14:59:00Z,37.0,6.65,proxy_site
sess_2894,2024-02-29T18:39:00Z,6.1,4.14,proxy_site
sess_2895,2024-03-18T17:45:00Z,43.21,8.14,proxy_site
sess_2896,2024-01-08T18:10:00Z,39.13,3.01,proxy_site
sess_2897,2024-01-11T19:11:00Z,46.62,7.59,proxy_site
sess_2898,2024-02-29T18:18:00Z,31.48,6.49,proxy_site
sess_2899,2024-03-21T16:46:00Z,10.76,4.96,proxy_site
sess_2900,2024-03-05T16:16:00Z,33.69,5.01,proxy_site
sess_2901,2024-01-12T16:09:00Z,28.81,5.95,proxy_site
sess_2902,2024-02-11T21:00:00Z,14.92,3.7,proxy_site
sess_2903,2024-03-18T18:24:00Z,45.66,4.34,proxy_site
sess_2904,2024-03-21T15:57:00Z,6.67,2.79,proxy_site
sess_2905,2024-03-17T18:32:00Z,26.73,4.09,proxy_site
sess_2906,2024-01-19T17:31:00Z,29.08,3.72,proxy_site
sess_2907,2024-03-27T14:22:00Z,32.33,8.74,proxy_site
sess_2908,2024-01-07T16:53:00Z,18.14,2.87,proxy_site
sess_2909,2024-03-26T14:58:00Z,8.99,9.93,proxy_site
sess_2910,2024-01-12T17:04:00Z,33.44,9.25,proxy_site
sess_2911,2024-02-05T16:24:00Z,20.32,9.47,proxy_site
sess_2912,2024-02-26T16:41:00Z,18.9,4.81,proxy_site
sess_2913,2024-02-26T19:58:00Z,10.83,9.56,proxy_site
sess_2914,2024-02-12T18:13:00Z,44.54,9.16,proxy_site
sess_2915,2024-02-17T16:14:00Z,15.75,9.94,proxy_site
sess_2916,2024-03-01T19:22:00Z,39.03,7.32,proxy_site
sess_2917,2024-03-01T20:29:00Z,46.77,5.66,proxy_site
sess_2918,2024-03-04T16:55:00Z,24.22,2.92,proxy_site
sess_2919,2024-02-10T15:36:00Z,35.61,4.4,proxy_site
sess_2920,2024-02-11T16:31:00Z,8.27,3.18,proxy_site
sess_2921,2024-03-09T18:53:00Z,35.71,4.44,proxy_site
sess_2922,2024-02-14T18:32:00Z,19.63,2.97,proxy_site
sess_2923,2024-01-16T21:54:00Z,39.61,3.9,proxy_site
sess_2924,2024-02-14T17:30:00Z,21.77,2.66,proxy_site
sess_2925,2024-02-01T19:38:00Z,43.05,2.39,proxy_site
sess_2926,2024-03-26T16:37:00Z,10.9,2.35,proxy_site
sess_2927,2024-01-09T17:33:00Z,49.66,9.7,proxy_site
sess_2928,2024-01-07T17:58:00Z,17.58,3.18,proxy_site
sess_2929,2024-03-30T18:41:00Z,24.67,8.1,proxy_site
sess_2930,2024-03-13T17:43:00Z,40.62,8.79,proxy_site
sess_2931,2024-01-30T17:29:00Z,27.37,3.99,proxy_site
sess_2932,2024-03-10T15:52:00Z,35.97,2.74,proxy_site
sess_2933,2024-01-18T17:12:00Z,17.09,2.75,proxy_site
sess_2934,2024-02-27T16:56:00Z,27.64,7.25,proxy_site
sess_2935,2024-02-28T18:50:00Z,11.44,5.62,proxy_site
sess_2936,2024-01-09T16:16:00Z,27.89,2.32,proxy_site
sess_2937,2024-03-01T14:11:00Z,27.96,7.66,proxy_site
sess_2938,2024-03-28T16:47:00Z,13.59,5.05,proxy_site
sess_2939,2024-01-16T16:24:00Z,27.76,9.13,proxy_site
sess_2940,2024-01-19T18:17:00Z,46.04,7.31,proxy_site
sess_2941,2024-01-30T19:37:00Z,11.51,9.76,proxy_site
sess_2942,2024-03-26T00:00:00Z,26.23,7.12,proxy_site
sess_2943,2024-01-10T14:19:00Z,13.36,3.38,proxy_site
sess_2944,2024-01-04T21:08:00Z,27.3,4.49,proxy_site
sess_2945,2024-02-23T19:20:00Z,13.89,6.45,proxy_site
sess_2946,2024-01-06T15:51:00Z,39.51,4.19,proxy_site
sess_2947,2024-03-19T14:13:00Z,40.06,8.95,proxy_site
sess_2948,2024-03-24T18:07:00Z,19.25,8.49,proxy_site
sess_2949,2024-01-16T18:36:00Z,7.69,5.56,proxy_site
sess_2950,2024-02-19T17:52:00Z,48.89,6.65,proxy_site
sess_2951,2024-02-17T15:57:00Z,16.47,2.25,proxy_site
sess_2952,2024-03-21T17:47:00Z,16.5,2.98,proxy_site
sess_2953,2024-02-28T17:33:00Z,12.75,2.7,proxy_site
sess_2954,2024-03-14T17:55:00Z,38.36,7.18,proxy_site
sess_2955,2024-03-10T19:52:00Z,47.8,4.9,proxy_site
sess_2956,2024-03-23T20:19:00Z,23.17,6.87,proxy_site
sess_2957,2024-03-19T19:38:00Z,29.95,2.6,proxy_site
sess_2958,2024-02-06T19:56:00Z,37.25,7.89,proxy_site
sess_2959,2024-01-05T18:00:00Z,47.88,9.54,proxy_site
sess_2960,2024-01-23T16:48:00Z,42.34,8.83,proxy_site
sess_2961,2024-03-28T17:45:00Z,24.79,5.89,proxy_site
sess_2962,2024-01-30T18:30:00Z,12.51,6.79,proxy_site
sess_2963,2024-02-06T21:19:00Z,8.32,8.62,proxy_site
sess_2964,2024-02-25T17:07:00Z,46.04,3.58,proxy_site
sess_2965,2024-02-01T18:45:00Z,46.23,2.04,proxy_site
sess_2966,2024-01-14T16:29:00Z,12.37,2.09,proxy_site
sess_2967,2024-03-04T17:35:00Z,23.61,7.01,proxy_site
sess_2968,2024-03-28T19:26:00Z,25.29,8.18,proxy_site
sess_2969,2024-02-20T20:02:00Z,49.09,3.14,proxy_site
sess_2970,2024-01-10T15:58:00Z,8.19,5.86,proxy_site
sess_2971,2024-02-25T17:54:00Z,7.21,7.85,proxy_site
sess_2972,2024-03-30T20:17:00Z,17.89,9.01,proxy_site
sess_2973,2024-03-14T20:04:00Z,5.58,6.82,proxy_site
sess_2974,2024-02-18T16:31:00Z,26.06,2.85,proxy_site
sess_2975,2024-02-24T15:35:00Z,30.85,2.98,proxy_site
sess_2976,2024-02-07T19:26:00Z,21.95,3.45,proxy_site
sess_2977,2024-03-07T18:28:00Z,49.22,2.39,proxy_site
sess_2978,2024-03-04T17:03:00Z,18.19,3.91,proxy_site
sess_2979,2024-02-08T16:34:00Z,43.87,6.24,proxy_site
sess_2980,2024-01-18T17:36:00Z,43.28,7.46,proxy_site
sess_2981,2024-03-18T16:42:00Z,33.13,4.27,proxy_site
sess_2982,2024-02-23T17:53:00Z,46.8,2.85,proxy_site
sess_2983,2024-01-16T16:36:00Z,46.96,3.32,proxy_site
sess_2984,2024-02-14T18:21:00Z,42.17,4.66,proxy_site
sess_2985,2024-01-09T18:51:00Z,35.01,8.5,proxy_site
sess_2986,2024-02-16T17:35:00Z,12.0,3.51,proxy_site
sess_2987,2024-01-20T15:09:00Z,9.17,4.46,proxy_site
sess_2988,2024-02-19T19:14:00Z,14.85,2.47,proxy_site
sess_2989,2024-01-23T20:05:00Z,6.58,6.13,proxy_site
sess_2990,2024-01-06T19:58:00Z,23.52,3.25,proxy_site
sess_2991,2024-02-13T15:11:00Z,33.12,8.55,proxy_site
sess_2992,2024-01-27T15:52:00Z,50.0,8.93,proxy_site
sess_2993,2024-03-06T19:42:00Z,32.83,5.38,proxy_site
sess_2994,2024-02-26T16:28:00Z,31.72,6.13,proxy_site
sess_2995,2024-03-24T19:28:00Z,30.33,7.85,proxy_site
sess_2996,2024-02-19T17:43:00Z,23.33,3.37,proxy_site
sess_2997,2024-03-29T16:23:00Z,49.56,4.34,proxy_site
sess_2998,2024-01-09T17:23:00Z,31.39,2.66,proxy_site
sess_2999,2024-02-28T16:57:00Z,47.84,2.11,proxy_site
sess_3000,2024-03-22T17:40:00Z,23.21,5.41,proxy_site
sess_3001,2024-03-13T17:30:00Z,38.03,5.45,proxy_site
sess_3002,2024-03-11T18:23:00Z,42.84,6.06,proxy_site
